web-scraper-order,web-scraper-start-url,pages,pages-href,titulo,titulo-href,empresa,descripcion
"1605326431-3122","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","2","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=10","Desarrollador Jr","https://mx.indeed.com/company/Distribuidora-Rocha-Tula-Pachuca-S.A-de-C.V/jobs/Desarrollador-junior-d0136c21aea5c0ae?fccid=d14e575259de4d13&vjs=3","Distribuidora Rocha Tula Pachuca S.A de C.V","Comercializadora Guna es una empresa mexicana dedicada a la distribución de productos de consumo masivo, con marcas líderes en el mercado de abarrotes.¡¡¡Se parte del mejor distribuidor en México¡¡¡Desarrollador .net JR Requisitos· Escolaridad: Ingeniería en Sistemas, Computación o informática (pasante o titulado)· Experiencia: Mínimo 2 años en desarrollo de aplicaciones y soporte· Disponibilidad para trasladarse a zona metropolitanaActividades· Desarrollando aplicaciones en .Net / Visual Basic 6.0 /SQL Server· Manejo de MVC y WCF· Manejo de base de datos SQL Server.- JavascriptConocimientos en: · HTML5, CCS3, JavaScript· Visual Basic .net· Java· PHP· SQL Server· MYSQL· Oracle, PL SQLHabilidades: · Analítico· Orientación a resultados· Trabajo bajo presión· Actitud de servicioOfrecemos: Sueldo de $10,000 a $15,000 de acuerdo a experienciaPrestaciones de ley (IMSS, Vacaciones, Aguinaldo)Caja de AhorroHorario: De lunes a sábadoZona(s) de Trabajo: Oficinas en Benito Juárez, disponibilidad para trasladarse a centros de trabajo en zona metropolitanaTipo de puesto: Tiempo completo, TemporalSalario: $10,000.00 - $15,000.00 al mesExperiencia:soporte: 2 años (Requisito mínimo)desarrollador jr: 2 años (Requisito mínimo)aplicaciones: 2 años (Requisito mínimo)Educación:Licenciatura trunca o en curso (Requisito mínimo)"
"1605325300-3037","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=40","Desarrollador Web","https://mx.indeed.com/company/HUF/jobs/Desarrollador-web-00899e30b37049c7?fccid=7177c47e2dcb0e34&vjs=3","Programmer city","¡Intégrate a nuestro equipo!Estamos en busca de un programador especializado, dedicado de forma específica en el desarrollo de aplicaciones web seleccionando el mejor lenguaje de programación.Edad: 20 a 35 años.Horario:  L a V 9:00 a 19:00 - Sábado 9:00 a 15:00Actividades: -Desarrollo y mantenimiento de API’s autenticadas por Oauth2/JWT.-Desarrollo y mantenimiento de sistemas web con Laravel.-Mantenimiento de versiones de proyectos en GIT.-Desarrollo y mantenimiento de definición técnica.-Desarrollo y mantenimiento de manuales de uso.Conocimientos y Experiencia: -Experiencia de un año (Comprobable)-Experiencia en ULM.-Experiencia en AWS (Amazon Web Services)-Modelado de Bases de Datos.-Buen manejo de características de Laravel.-Buen manejo de terminal Linux.-Buen manejo de las librerías Bootstrap, Vue.js, React & Angular.-Buen manejo de cPanel.-Buena lógica de programación.-Manejo de Bases de Datos MySQL.- Metodología de desarrollo ágil SCRUM.-Experiencia en el Desarrollo y uso de APlautenticadas Oauth2/ JWT.-Preferente contar con experiencia Bancaria-Contable. -Buen manejo de cPanel.Tipo de puesto: Tiempo completo, IndefinidoSalario: $18,000.00 - $30,000.00 al mesTrabajar desde casa:Temporalmente debido al COVID-19"
"1605326008-3092","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","6","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=50","Desarrollador Java inglés intermedio","https://mx.indeed.com/company/Stefanini-Mexico-S.A-de-C.V/jobs/Desarrollador-java-ingl%C3%A9s-intermedio-09fe73e401e867eb?fccid=77e0c1927d5c1549&vjs=3","Stefanini","Stefanini México SA de CVSomos una empresa líder en el sector de Tecnologías de Información con oficinas corporativas en Sao Paulo Brasil, contamos con más de 21000 profesionales , 85 oficinas en 39 países y 77 ciudades las cuales se encuentran distribuidas de forma estratégica en América Latina , América del Norte , Europa , Oceanía, África y Asía . En Stefanini proveemos servicios de TI para los diferentes sectores de industria entre los cuales destacan los sectores Financiero , Retail , Telecom , Seguros y Tecnología , entre otros .Requisitos:Ingeniero en sistemas o carreras afines.Experiencia programando con Java mayor a tres añosDesarrollo de micro serviciosDesarrollo SOAAplicaciones de transmisión de datos (streaming architecture)Diseño y creación de bases de datos SQL y NoSQLManejo de colas (Kafka, RabbitMQ)Programación Orientado a ObjetosExperiencia Bancaria (Indispensable)Inglés intermedio avanzadoCompetencias:Orientación a resultados - Liderazgo - trabajo en equipo - Foco al cliente -Pensamiento AnalíticoOfrecemos: Sueldo mensual, prestaciones de ley, utilidades, diversos convenios educativos, GYM, entre otros, oportunidad de crecimiento y desarrollo profesional, excelente ambiente de trabajo.Tipo de puesto: Tiempo completo, Temporal, Por contratoBeneficios:Trabajar desde casaExperiencia:Porgramación Java: 3 años (Requisito mínimo)"
"1605325192-3028","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","","","Analista de sistemas Jr","https://mx.indeed.com/company/Segmenta-S.C./jobs/Analista-sistemas-junior-953bb665af8ed9e3?fccid=efeb5aed85e14778&vjs=3","Segmenta S.C.","Descripción del empleoSomos una empresa de investigación de mercados, especializada en auditoria de ventas y con una importante expansión en Latinoamérica.Buscamos personas con liderazgo, que resuelvan problemas y con capacidad analítica para nuestra área de desarrollo en Analytics:DESARROLLADOR JAVATenemos excelente ambiente de trabajo en donde el aprendizaje y el desarrollo es parte fundamental de nuestra filosofía.Realiza análisis, desarrollo, implementación y mantenimiento de sistemas tanto de proyectos nuevos como actuales de la empresa.Edad: a partir de 22 añosEstado Civil: IndistintoSexo: IndistintoEscolaridad: Pasante Licenciatura o Ing. Sistemas, Tecnologías de la información, Telecomunicaciones o afín.Programas: Arquitecturas de Bases de Datos (SQL, MySQL), TSQL, tablas, procedimientos almacenados, funciones, triggers.Programación en Java, JSP, JavaScript, JQuery, Ajax, JSon (Preferente)Desarrollo de aplicaciones web, aplicaciones de escritorio, aplicaciones móvilesVarios: Macros en Excel, batch, librerías javaOpcional: Phyton, C#, Visual StudioSi te interesa formar parte de nuestro equipo y cuentas con experiencia en: arquitectura de Bases de datos, programación en JSP’s, Java, Java script, jquery, Ajax , Json, SQL Server, My SQL, postúlate por este medio y/o envía tu CV a nuestra dirección de correo electrónico.reclutamiento @ segmentagroup.comTipo de puesto: Tiempo completoSalario: A partir de $9,000.00 al mesTipo de puesto: Tiempo completo, Por contrato, IndefinidoSalario: $9,000.00 al mesTipo de puesto: Por contrato, IndefinidoSalario: $9,000.00 al mesHorario:Lunes a viernesTrabajar desde casa:Sí"
"1605325576-3058","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","7","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=60","AGENTE DE ATENCIÓN A CLIENTES","https://mx.indeed.com/rc/clk?jk=a968f5072e72eecd&fccid=c74f825229a6bce5&vjs=3","Arca Continental","Misión del puesto:
Garantizar el optimo desempeño del área de servicio al cliente, cubriendo la función de un Agente de Atención a Clientes, mediante el buen servicio y atención a los clientes externos e internos, así como la canalización de sus solicitudes por medio del monitoreo de llamadas para dar solución a dudas y así cumplir con los objetivos del departamento.

Funciones:
Operar y registrar las quejas de calidad de Coca Cola de Mexico mediante la recepción de llamadas y contactando al consumidor por medio del Cedi correspondiente para recuperar la botella muestra para el cierre del folio. Así como registro de quejas de reparto, Promotores, Desarrolladores para asegurar un mejor servicio.
Registrar Clientes nuevos en el sistema comercial para tener actualizada la base de datos.
Auditar y elaborar la encuesta DIGA bimestralmente para evaluar el servicio de Televenta y Hogar y realizar reporte mensual de quejas de calidad en la empresa, en base a las inconformidades recibidas para llevar el registro y control de las mismas con la finalidad de retroalimentar y disminuir la frecuencia de las mismas.
Dar seguimiento a solicitudes de Televenta, Refrigeración, Comodato, Vending, Postmix de acuerdo a la zona para asegurar la atención a los clientes en cualquiera de los casos.
Recibir llamadas aleatorias de clientes y capturar las solicitudes en el sistema comercial para que las demás áreas reciban en tiempo y forma
Dar seguimiento a solicitudes de clientes y/o consumidores según sea el caso
Revisar solicitudes de los clientes hechas a través del buzón de voz esto con la finalidad de lograr un nivel de servicio integral.
Brindar información pertinente a clientes y/o consumidores y Realizar la encuesta de satisfacción del servicio brindado con la finalidad de encontrar y corregir las áreas de oportunidad.



Requisitos:
Preparatoria, Carrera Técnica concluida comprobable con certificado y/o kárdex oficial
Experiencia de 1 a 2 años en atención al cliente de forma telefónica,
experiencia en captura de datos.
Manejo de Excel básico

Ningún proceso de reclutamiento o selección de personal de ARCA CONTINENTAL incluye el cobro de ninguna cantidad como contraprestación por la realización de exámenes médicos o cualquier otra etapa del proceso"
"1605325071-3017","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","","","Desarrollador Web Becario","https://mx.indeed.com/company/Netweb/jobs/Desarrollador-web-becario-0d93be961e1b34ea?fccid=8a41df8a023e0d4d&vjs=3","Netweb","Descripción del empleoEmpresa en expansión busca Desarrollador Web Becario para integrarse a nuestro equipo de trabajo. Si cuentas con el siguiente perfil, puedes postularte por este medio o enviar tu CV.Requisitos: Sexo y Edo. Civil: indistintoEscolaridad: Pasante en Ing. en Sistemas Computacionales, informática, programación o afín.Inglés: IntermedioExcelente actitudExperiencia 1 año: PHP, JavaScript, HTML5, CSS, (responsive). Bases de datos MySQL, Es indispensable que sea creativo e innovador. Deseable conocimientos en wordpress y aplicaciones móviles híbridas y/o nativas.Ofrecemos: Excelente ambiente laboralFormar parte de un equipo dinámico de trabajoHorario: Medio tiempo / Tiempo completoApoyo económico de acuerdo a conocimientosZona de trabajo: Cerca metro Villa de CortesTipo de puesto: Tiempo completo, Beca / prácticas, Por contrato, IndefinidoSalario: De acuerdo a experiencia $7,000.00 a $11,000.00Tipo de puesto: Beca / prácticas, Por contratoHorario:Lunes a viernesTurno de 12 horasExperiencia:desarrollo web: 1 año (Requisito mínimo)"
"1605325755-3072","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Subdirector de Sistemas","https://mx.indeed.com/company/Nezter-Landing-Solutions/jobs/Subdirector-sistemas-79960c7851005173?fccid=4c6df270cd374cf3&vjs=3","Nezter Landing Solutions","Estamos en búsqueda de talento para unirse a nuestro equipo de trabajo de desarrollo de software para trabajar con sistemas desarrollados in-house y a la medida de nuestros clientes.Licenciatura en informática, Sistemas o Tecnologías de la información, Ingeniería en computación o carrera a fin. (Deseable Maestría).De 35 a 45 años de edad, ingles de negocios 90%Experiencia y conocimientos:5 años a nivel gerencial.8 años administrando proyectos en áreas de tecnología, desarrollo, soporte al cliente.3 años como responsable de Fábrica de software, con mas de 50 personas a cargo y mas de 5 proyectos simultáneos10 años en consultoría de TI. (Deseable haber iniciado su carrera como desarrollador).Manejo y coordinación de equipos de trabajo de alto rendimiento, desarrolladores, analistas, programadores, implementadores, sistemas y soporte a clientes.Administración, análisis, implementación y desarrollo de sistemas de información en ambiente web (Angular JS, MySQL, IONIC, Java, HTML5, Android, iOS, VB, RPG, PHP, Java, .NET, C++, SHELL).Proyectos y productos web y móviles utilizando principalmente tecnologías (Angular JS, MySQL, IONIC, Java, HTML5, Android, iOS).Participación en proyectos BI, gestión de contenidos, desarrollo de portales, implementaciones de BBDD y ERP.Metodologías de definición de proyectos, estructuras administrativas y estandarización de procesos ISO 9000, ITIL, BPM, PMI.Planes estratégicos de desarrollo e implementaciones para usuarios internos y externos.Desarrollo y administración de programación, infraestructura y comunicaciones.Desarrollos a la medida enfocadas a las necesidades del cliente con entregables urgentes.Indispensable conocimientos en herramientas para crear conexiones internas y con el cliente e interfax con ERP, CRM, paquetes contables, software de logística, EBS, implementación de modelos de administración de optimización de TI, gastos y proyectos de inversión, bases de datos SQL server.Te invitamos a visitar nuestra página web donde podrás conocer más de nosotros www.nezter.comFecha de inicio prevista: 30/11/2020Tipo de puesto: Tiempo completo, Temporal, IndefinidoExperiencia:Consultoría de TI: 3 años (Requisito deseable)Proyectos de tecnologia, desarrollo, soporte al cliente.: 8 años (Requisito deseable)Gerencia: 5 años (Requisito deseable)Fabrica de software: 3 años (Requisito deseable)Trabajar desde casa:No"
"1605325394-3044","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=40","Desarrollador JAVA","https://mx.indeed.com/company/Pro--Motion/jobs/Desarrollador-java-72f1f919c9c568de?fccid=07a76a9bd2644194&vjs=3","Pro-motion","REQUISITOS: Licenciatura o Ingeniería en Sistemas, Programación o afínAl menos 2 años desarrollando en JAVACONOCIMIENTOS: Desarrollo Java Backend.SpringHibernateDominio SQL o/y otras bases de datosMetodología SCRUMPatrones de diseño (MVC)Servicios RestTipo de puesto: Tiempo completo, IndefinidoSalario: $20,000.00 al mes"
"1605325235-3031","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=40","Desarrollador Sr Power Builder","https://mx.indeed.com/company/MARCO-CONSULTORA/jobs/Desarrollador-senior-power-builder-b866c9efc4ec88a9?fccid=436e5219c591e1a0&vjs=3","VenturesSoft","Somos una empresa 100% mexicana que ofrece servicios en la nube de Administración de Capital Humano.¡ESTAMOS BUSCANDO A UNA PERSONA COMO TU!DESARROLLADOR SRExperiencia: 3 años en desarrollo de proyectos cliente servidor bajo plataforma PowerBuilder.· Conocimientos Sólidos de lenguajes de programación PowerBuilder.· Conocimientos Sólidos en programación estructurada.· Sólidos conocimientos de diagramación lógica, algoritmos y estructuras de datos· Conocimiento Intermedio de Manejo de Base de Datos Oracle o en su defecto SQL Server, Sybase o DB2.Escolaridad: Licenciatura o Ingeniería en Informática / SistemasDisponibilidad de horarioZona: Insurgentes SurOfrecemosSueldo: Base 100% NominalPrestaciones Superiores ( Fondo de Ahorro, Vales de Despensa, Seguro de Vida, 30 días de Aguinaldo, 10 días de Vacaciones)Estabilidad y crecimiento laboralInteresados que cubran el perfil enviar CV al correo que aparece.Tipo de puesto: Tiempo completo, Por contrato, IndefinidoExperiencia:Power Builder : 3 años (Requisito mínimo)"
"1605325695-3067","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Desarrollador Net Core","https://mx.indeed.com/rc/clk?jk=7c9d112b92295f0e&fccid=f2e40a59a1827408&vjs=3","SVAM International de Mexico, S. de R.L. de C.V.","SVAM es una empresa líder en TIC´S, enfocada en el desarrollo de soluciones de software a la medida, consultoría, movilidad y servicios administrativos de TI.









Actualmente contamos con vacantes para desarrollador de software con experiencia en Net Core para laborar en Aguascalientes en un proyecto temporal de 5 meses como consultor con un salario de $20,000 (antes de impuestos) mensuales.





Los requerimientos principales son:



2+ años de experiencia comprobable en CV como desarrollador de software

Lenguajes de programación: ASP NET CORE, C#, VB, SQL, bootstrap, ASP NET, JavaScript, Jquery.

Patrón de diseño: (Mandatorio) MVC (Opcional) Microservicios

Bases de datos: (Mandatorio) SQL Server

Las funciones a realizar:



Ejecutar todas las actividades correspondientes a los equipos SCRUM

Desarrollo de Software

Diseños técnicos.

Se realizan las siguientes entrevistas:



Evaluación Técnica

Evaluación por parte de RH

Prueba psicométrica

Evaluación Técnica- por parte del cliente

Evaluación por parte del PM- por parte del cliente







Algunos de los beneficios:



Registro ante el seguro social, Infonavit y RCV.

Capacitación en caso de requerirlo.

Seguro de Gastos Médicos Mayores."
"1605325865-3081","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","8","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=70","Desarrollador IT infraestructura DEVOPS/SRE","https://mx.indeed.com/company/Colocandote.com/jobs/Desarrollador-IT-infraestructura-devops-sre-6cdf8745ad566511?fccid=0203ea409238b99b&vjs=3","Colocandote","FIRMA DE DESARROLLO DE SOFTWARE ESTADO UNIDENSE SOLICITA POR NUEVOS PROYECTOS DEVOPS ENGINEER BILINGÜE.Este rol será responsable de mejorar, respaldar y construir nuestra infraestructura de plataforma.
La persona ideal para este rol deberá tener experiencia en un rol de DevOps / SRE en entornos donde se fomenta y se emplea la infraestructura como código.ResponsabilidadesMantenga la infraestructura aprovisionada con Terraform y AnsibleSupervise la infraestructura que se ejecuta en AWS y KubernetesImplementar las mejores prácticas para la infraestructura: copias de seguridad, redundancia, recuperación ante desastresAutomatice nuestros procesos operativos según sea necesario, con precisión y de conformidad con nuestros requisitos de seguridad.Mantener la integridad y seguridad de la plataforma.Trabaje con herramientas de CI y CD y control de fuente como GIT y SVN.RequisitosExperiencia trabajando como ingeniero SRE / DevOps.Sólido conocimiento de la infraestructura de códigoExperiencia en infraestructuras basadas en Linux, administración de Linux / Unix y AWS.Experiencia en la ejecución de Kubernetes. Fuerte experiencia con bases de datos como MySQL, Elasticsearch, Redis y / o Mongo. Gran comprensión y competencia de las canalizaciones de CI / CD con Jenkins.Conocimiento práctico de la mayoría de los productos de AWS: EC2, ELB, S3, VPC, Route53 Experiencia en trabajar con Ansible, Puppet o Chef para automatización y configuración. Conocimiento de lenguajes como Bash, Golang, Python, Ruby, Java / JVM, PHP, NodeJS, JavaScript.OFRECEMOSSalario de $55,000.00 al mes libresInteresados/as favor de postularse por este medioTipo de puesto: Tiempo completo, IndefinidoSalario: $55,000.00 al mesExperiencia:Devops/SRE: 3 años (Requisito deseable)Nivel de Inglés:Nivel alto de negocios (Requisito mínimo)Trabajar desde casa:Sí, temporalmente debido a la COVID-19"
"1605325634-3062","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Asistente de Telemarketing","https://mx.indeed.com/company/Vinte/jobs/Asistente-telemarketing-112d0192c6c18069?fccid=6bbb45ad64e8f028&vjs=3","INMOBILIARIA VINTE","Vinte es una desarrolladora inmobiliaria mexicana con más de 15 años de operación en el sector y comprometida con la generación de valor para sus clientes, asociados y colaboradores.La operación de Vinte comprende toda la cadena de valor del negocio de vivienda, incluyendo la adquisición de los terrenos, urbanización, diseño, construcción y comercialización de viviendas, así como la promoción de vida en comunidad.Nuestro equipo se encuentra en expansión y nos encontramos en búsqueda de Asistente de Telemarketing.Te invitamos a formar parte de la empresa constructora más innovadora, con el mejor producto y mayor crecimiento en el país.Descripción detallada de la posición: Este puesto contribuye al posicionamiento exitoso de Vinte al captar, atraer y generar visitas de primera vez por teléfono.Realizar llamadas de acuerdo con la base de datos proporcionada· Atender llamadas entrantes· Brindar información sobre el desarrollo· Informar al cliente promociones y/o regalos· Realizar la precalificación y perfilamiento del cliente· Registrar en Enkontrol la información solicitada· Entregar agenda diaria a supervisor sobre citas generadas· Proporcionar seguimiento a clientes: estatus, recibir al cliente, presentar al cliente con el Asesor.Los requisitos para esta posición son: - Escolaridad: Mínimo bachillerato.- Competencias del puesto: Buen manejo de equipo de cómputo, internet, redes sociales, facilidad de palabra, empatía, persona proactiva.- Horario de trabajo: 4 hrs. diarias de Lunes a Domingo (1 día de descanso entre semana).Ofrecemos: - Sueldo base- Excelente esquema de comisiones- Planes de carrera y crecimiento.- Estabilidad laboral.Si estas interesado favor de postularte por este medio o contáctanos vía telefónica o WhatsApp al: 9982940771Duración del contrato: 12 mesesHoras de medio tiempo: 30 por semanaTipo de puesto: Medio tiempo, Por contratoSalario: $4,000.00 al mesHorario:Incluye días feriadosIncluye fines de semanaTurno mixtoExperiencia:manejo de redes sociales facebook, instagram, etc.: 1 año (Requisito deseable)manejo de gadgets: 1 año (Requisito deseable)Telemarketing: 1 año (Requisito deseable)Trabajar desde casa:No"
"1605325267-3034","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=40","DESARROLLADOR WEB","https://mx.indeed.com/company/Palos-Garza/jobs/Desarrollador-web-47bf59c0c4fe5299?fccid=e7acece7c6bc5e14&vjs=3","Palos Garza","REQUISITOS :Sexo IndistintoManejo en paquetes computacionales:PHP, JAVASCRIPTNODE JS, ANGULAR JSBases de Datos: MYSQL (STORED PROCEDURES, TRIGGERS)HTML, AJax, jQuery y/o algun otro framework Front end.Excelente actitud de servicio, atención a usuarios.Conocimientos en: Contabilidad básica, procesos administrativos,Facturación electrónica70% Inglés.Aptitudes; proactivo, dinámico, trabajo en equipo, bajo presión,capacidad de manejar varios proyectos a la vez.Disponibilidad de Horario.Responsable, organizado y puntual.OFRECEMOS : Prestaciones de la leyContratación InmediataCapacitación.Tipo de puesto: Tiempo completoIdioma:inglés (Requisito deseable)Trabajar desde casa:Sí, temporalmente debido a la COVID-19"
"1605325717-3069","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Desarrollador Java Sr","https://mx.indeed.com/company/StartPoint/jobs/Desarrollador-java-senior-653f7bc69f9cd3b6?fccid=3234c3c00d79b474&vjs=3","STARTPOINT MEXICO","WEB DEVELOPER JAVAOBJETIVO: Diseñar, crear, probar y ejecutar los artefactos de software que sirvan para cubrir las necesidades funcionales del negocio.ACTIVIDADES:Actividades diarias:Análisis de artefactos existentes para corrección de fallas o defectos y su respectiva corrección.Desarrollo de nuevos artefactos de software (servicios, librerías, scripts)Pruebas unitarias, funcionales y de integración de los artefactos de software.Promoción entre ambientes previos de los desarrollos.PERFIL:Ing. En sistemas computacionales o afín26 años en adelanteInglés intermedio*3 años de experiencia desarrollando software.3 años de experiencia en:Desarrollo de aplicaciones Web basado en tecnología Java J2EE.Manejo de Eclipse como herramienta de desarrollo.Experiencia en desarrollo de aplicaciones empresariales multicapa.Manejo de servidor de aplicaciones: TomcatExperiencia en patrones de diseño de código: Factory, Singleton, Builder, Dependency, Injection, MVC.Conocimientos en servicios REST/SOAP.Conocimientos de base de datos intermedio-avanzado (MySQL).Frameworks: Spring (Core, MVC), Hibernate o JPA, Maven.Buenas bases en XML, HTML, CSS y Java Script.Conocimientos en manejo de repositorios de código (SVN, CVS , GIT)Manejo de herramientas o frameworks para pruebas unitarias: JUnit, Mockito.Manejo de sistemas operativos: Linux, macOS, windows.Métodos ágiles de desarrollo de software (Scrum, Jira).Frameworks: Spring data, Spring boot, Spring security, Log4j/SLF4J.Manejo de herramientas para monitoreo de software: NewRelic.Manejo de herramientas para mensajería síncrona: AWS SQS.Manejo de herramientas o frameworks para pruebas de performance: JMetter.Manejo de herramientas o frameworks para desarrollo web: BootStrap, JQuery, Angular.Manejo de herramientas para medir la calidad del código: Sonar.Manejo de herramientas para Integración continua (Bitbucket, Bamboo, Jenkis, Nexus)Manejo de Servicios AWS (S3, Beanstalk, EC2, ECS, Elastic Beanstalk, SQS)Job Types: Full-time, PermanentSalary: $1.00 - $2.00 per monthExperience:Java: 3 years (Preferred)"
"1605326387-3119","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=20","DESARROLLADOR WMS","https://mx.indeed.com/company/Estafeta-Mexicana/jobs/Desarrollador-wms-02111290261edcf7?fccid=a6e19b1fcb961ef7&vjs=3","Estafeta Mexicana","¿Tienes experiencia en el manejo y configuración de sistemas WMS? Estafeta Soluciones Logísticas se encuentra en búsqueda de tu talento para la siguiente posición:DESARROLLADOR WMSObjetivo:Participar en la gestión de desarrollos de las implementaciones del sistema WMS, desarrollando y programando requerimientos necesarios para la operación del sistema de acuerdo a las necesidades de los clientes de Soluciones LogísticasEscolaridad: Licenciatura en Ingenieria en sistemas / Ingenieria Industrial o carreras afinesÁrea de especialidad: Implementación y administración de sistemas WMSExperiencia Laboral de 1 año en adelante en:Manejo de sistemas WMS de RedPrairie o JDAConfiguración de sistemas WMSConsultas SQL a base de datosManejo y creación de interfaces de comunicaciónConocimientos generales:Parametrización de procesos dentro del WMSConsulta SQL a bases de datos y construcción de CTL'sDesarrollo de reportes, DDA's y configuración de Job's de sistemasConstrucción y desarrollo de interfaces tipo Web Service y SFTPZona de Trabajo: San Martin Obispo, Cuautitlán IzcalliHorario de trabajo: Lunes a SábadoInteresados que cubran el perfil postularse por este medio o bien enviar cv a la dirección que apareceTipo de puesto: Tiempo completo, IndefinidoSalario: $23,000.00 - $30,000.00 al mesHorario:Turno de 8 horasExperiencia:Manejo y configuración de WMS: 1 año (Requisito mínimo)Educación:Licenciatura terminada (Requisito deseable)Ubicación:Cuautitlán Izcalli, Méx. (Requisito deseable)Trabajar desde casa:No"
"1605325405-3045","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=40","DESARROLLADOR DE SOFTWARE","https://mx.indeed.com/company/AUTO-EXPRESS-NOR-Y-CARIBE-SA-DE-CV/jobs/Desarrollador-software-2febbd7da67b725d?fccid=caa1bad70e62161d&vjs=3","AUTO EXPRESS NOR Y CARIBE SA DE CV","IMPORTANTE EMPRESA TRANSPORTISTA SOLICITA:DESARROLLADOR SOFTWAREFUNCIONES:Creación de plataformas digitales, sistemas GPS, programas y aplicaciones para uso interno.Aportar soluciones y mejorar procesos por medio de la tecnologíaMantenimiento y mejora de los sistemas internos actualesCapacitación a usuarios en nuevas tecnologíasSoporte y atención a usuarios de los sistemas internosREQUISITOS:Ingeniero en sistemas computacionales o afin5 años de experiencia en desarrollo webCONOCIMIENTOS:Visual Studio, VB. Net, C#. Net, ASP. NetHTML, Java Script, CSSWeb services (XML, JSON)XamarinConocimientos de BIBase de datos: programación en SQL Server (funciones, tablas, SP, Etc)Oracle deseableConocimientos de DatawhoreHouseIntegrationServicesReportingServiceManejo de Visio, Project, SQL, Office, Visual Studio 2015OFRECEMOS: Sueldo base $20,000 a 30,000 mensuales libresPrestaciones de leyOportunidad de crecimiento y desarrolloINTERESADOS POSTULARSE POR ESTE MEDIO Y ANEXAR CVTipo de puesto: Tiempo completo, IndefinidoSalario: $20,000.00 - $30,000.00 al mesHorario:Turno de 10 horasExperiencia:DESARROLLO SOFTWARE GPS: 2 años (Requisito deseable)Trabajar desde casa:No"
